/dlm_data_19700101_000000.gdat:
Parameter ID, Timestamp, Data
23, 2230, 0.251878
22, 2230, 0.251878
21, 2230, 0.251878
20, 2230, 0.251878
19, 2230, 0.251878
18, 2230, 0.251878
43, 2225, 0.238376
42, 2225, 0.238376
36, 2225, 0.238376
41, 2225, 0.238376
40, 2225, 0.238376
39, 2225, 0.238376
38, 2225, 0.238376
37, 2225, 0.238376
29, 2225, 0.250405
28, 2225, 0.250405
27, 2225, 0.250405
26, 2225, 0.250405
25, 2225, 0.250405
35, 2225, 0.238376
34, 2225, 0.238376
33, 2225, 0.238376
32, 2225, 0.238376
23, 2210, 0.251878
22, 2210, 0.251878
21, 2210, 0.251878
20, 2210, 0.251878
19, 2210, 0.251878
18, 2210, 0.251878
43, 2205, 0.238376
42, 2205, 0.238376
36, 2205, 0.238376
41, 2205, 0.238376
40, 2205, 0.238376
39, 2205, 0.238376
38, 2205, 0.238376
37, 2205, 0.238376
35, 2205, 0.238376
34, 2205, 0.238376
29, 2205, 0.250405
28, 2205, 0.250405
27, 2205, 0.250405
26, 2205, 0.250405
25, 2205, 0.250405
33, 2205, 0.238376
32, 2205, 0.238376
23, 2190, 0.251878
22, 2190, 0.251878
21, 2190, 0.251878
20, 2190, 0.251878
19, 2190, 0.251878
18, 2190, 0.251878
43, 2185, 0.238376
42, 2185, 0.238376
36, 2185, 0.238376
41, 2185, 0.238376
40, 2185, 0.238376
39, 2185, 0.238376
38, 2185, 0.238376
37, 2185, 0.238376
35, 2185, 0.238376
29, 2185, 0.250405
28, 2185, 0.250405
27, 2185, 0.250405
26, 2185, 0.250405
25, 2185, 0.250405
34, 2185, 0.238376
33, 2185, 0.238376
32, 2185, 0.238376
23, 2170, 0.251878
22, 2170, 0.251878
21, 2170, 0.251878
20, 2170, 0.251878
19, 2170, 0.251878
18, 2170, 0.251878
43, 2165, 0.238376
42, 2165, 0.238376
36, 2165, 0.238376
41, 2165, 0.238376
40, 2165, 0.238376
39, 2165, 0.238376
38, 2165, 0.238376
37, 2165, 0.238376
35, 2165, 0.238376
34, 2165, 0.238376
33, 2165, 0.238376
29, 2165, 0.250405
28, 2165, 0.250405
27, 2165, 0.250405
26, 2165, 0.250405
25, 2165, 0.250405
32, 2165, 0.238376
23, 2150, 0.251878
22, 2150, 0.251878
21, 2150, 0.251878
20, 2150, 0.251878
19, 2150, 0.251878
18, 2150, 0.251878
43, 2145, 0.238376
42, 2145, 0.238376
36, 2145, 0.238376
41, 2145, 0.238376
40, 2145, 0.238376
39, 2145, 0.238376
38, 2145, 0.238376
37, 2145, 0.238376
35, 2145, 0.238376
34, 2145, 0.238376
29, 2145, 0.250405
28, 2145, 0.250405
27, 2145, 0.250405
26, 2145, 0.250405
25, 2145, 0.250405
33, 2145, 0.238376
32, 2145, 0.238376
23, 2130, 0.251878
22, 2130, 0.251878
21, 2130, 0.251878
20, 2130, 0.251878
19, 2130, 0.251878
18, 2130, 0.251878
43, 2125, 0.238376
42, 2125, 0.238376
36, 2125, 0.238376
41, 2125, 0.238376
40, 2125, 0.238376
39, 2125, 0.238376
38, 2125, 0.238376
37, 2125, 0.238376
35, 2125, 0.238376
34, 2125, 0.238376
29, 2125, 0.250405
28, 2125, 0.250405
27, 2125, 0.250405
26, 2125, 0.250405
25, 2125, 0.250405
33, 2125, 0.238376
32, 2125, 0.238376
23, 2110, 0.251878
22, 2110, 0.251878
21, 2110, 0.251878
20, 2110, 0.251878
19, 2110, 0.251878
18, 2110, 0.251878
43, 2105, 0.238376
42, 2105, 0.238376
41, 2105, 0.238376
40, 2105, 0.238376
29, 2105, 0.250405
28, 2105, 0.250405
36, 2105, 0.238376
39, 2105, 0.238376
38, 2105, 0.238376
37, 2105, 0.238376
35, 2105, 0.238376
34, 2105, 0.238376
33, 2105, 0.238376
32, 2105, 0.238376
27, 2105, 0.250405
26, 2105, 0.250405
25, 2105, 0.250405
23, 2090, 0.251878
22, 2090, 0.251878
21, 2090, 0.251878
20, 2090, 0.251878
19, 2090, 0.251878
18, 2090, 0.251878
29, 2085, 0.250405
28, 2085, 0.250405
27, 2085, 0.250405
26, 2085, 0.250405
43, 2085, 0.238376
42, 2085, 0.238376
41, 2085, 0.238376
40, 2085, 0.238376
39, 2085, 0.238376
38, 2085, 0.238376
36, 2085, 0.238376
37, 2085, 0.238376
35, 2085, 0.238376
34, 2085, 0.238376
33, 2085, 0.238376
32, 2085, 0.238376
23, 2070, 0.251878
22, 2070, 0.251878
21, 2070, 0.251878
20, 2070, 0.251878
19, 2070, 0.251878
18, 2070, 0.251878
43, 2065, 0.238376
42, 2065, 0.238376
36, 2065, 0.238376
41, 2065, 0.238376
40, 2065, 0.238376
39, 2065, 0.238376
38, 2065, 0.238376
37, 2065, 0.238376
35, 2065, 0.238376
34, 2065, 0.238376
33, 2065, 0.238376
29, 2065, 0.250405
28, 2065, 0.250405
27, 2065, 0.250405
26, 2065, 0.250405
25, 2065, 0.250405
32, 2065, 0.238376
23, 2050, 0.251878
22, 2050, 0.251878
21, 2050, 0.251878
20, 2050, 0.251878
19, 2050, 0.251878
18, 2050, 0.251878
43, 2045, 0.238376
42, 2045, 0.238376
41, 2045, 0.238376
40, 2045, 0.238376
39, 2045, 0.238376
38, 2045, 0.238376
37, 2045, 0.238376
29, 2045, 0.250405
28, 2045, 0.250405
27, 2045, 0.250405
26, 2045, 0.250405
25, 2045, 0.250405
36, 2045, 0.238376
35, 2045, 0.238376
34, 2045, 0.238376
33, 2045, 0.238376
32, 2045, 0.238376
23, 2030, 0.251878
22, 2030, 0.251878
21, 2030, 0.251878
20, 2030, 0.251878
19, 2030, 0.251878
18, 2030, 0.251878
43, 2025, 0.238376
42, 2025, 0.238376
41, 2025, 0.238376
40, 2025, 0.238376
36, 2025, 0.238376
39, 2025, 0.238376
38, 2025, 0.238376
37, 2025, 0.238376
35, 2025, 0.238376
34, 2025, 0.238376
33, 2025, 0.238376
32, 2025, 0.238376
29, 2025, 0.250405
28, 2025, 0.250405
27, 2025, 0.250405
26, 2025, 0.250405
25, 2025, 0.250405
23, 2010, 0.251878
22, 2010, 0.251878
21, 2010, 0.251878
20, 2010, 0.251878
19, 2010, 0.251878
18, 2010, 0.251878
43, 2005, 0.238376
42, 2005, 0.238376
41, 2005, 0.238376
29, 2005, 0.250405
36, 2005, 0.238376
40, 2005, 0.238376
39, 2005, 0.238376
38, 2005, 0.238376
37, 2005, 0.238376
35, 2005, 0.238376
34, 2005, 0.238376
33, 2005, 0.238376
32, 2005, 0.238376
28, 2005, 0.250405
27, 2005, 0.250405
26, 2005, 0.250405
25, 2005, 0.250405
23, 1990, 0.251878
22, 1990, 0.251878
21, 1990, 0.251878
20, 1990, 0.251878
19, 1990, 0.251878
18, 1990, 0.251878
43, 1985, 0.238376
42, 1985, 0.238376
41, 1985, 0.238376
29, 1985, 0.250405
36, 1985, 0.238376
40, 1985, 0.238376
39, 1985, 0.238376
38, 1985, 0.238376
37, 1985, 0.238376
35, 1985, 0.238376
34, 1985, 0.238376
33, 1985, 0.238376
32, 1985, 0.238376
28, 1985, 0.250405
27, 1985, 0.250405
26, 1985, 0.250405
25, 1985, 0.250405
23, 1970, 0.251878
22, 1970, 0.251878
21, 1970, 0.251878
20, 1970, 0.251878
19, 1970, 0.251878
18, 1970, 0.251878
43, 1965, 0.238376
42, 1965, 0.238376
41, 1965, 0.238376
40, 1965, 0.238376
29, 1965, 0.250405
28, 1965, 0.250405
36, 1965, 0.238376
39, 1965, 0.238376
38, 1965, 0.238376
37, 1965, 0.238376
35, 1965, 0.238376
34, 1965, 0.238376
33, 1965, 0.238376
32, 1965, 0.238376
27, 1965, 0.250405
26, 1965, 0.250405
25, 1965, 0.250405
23, 1950, 0.251878
22, 1950, 0.251878
21, 1950, 0.251878
20, 1950, 0.251878
19, 1950, 0.251878
18, 1950, 0.251878
29, 1945, 0.250405
28, 1945, 0.250405
27, 1945, 0.250405
43, 1945, 0.238376
42, 1945, 0.238376
41, 1945, 0.238376
36, 1945, 0.238376
40, 1945, 0.238376
39, 1945, 0.238376
38, 1945, 0.238376
37, 1945, 0.238376
35, 1945, 0.238376
34, 1945, 0.238376
33, 1945, 0.238376
32, 1945, 0.238376
25, 1945, 0.250405
23, 1930, 0.251878
22, 1930, 0.251878
21, 1930, 0.251878
20, 1930, 0.251878
19, 1930, 0.251878
18, 1930, 0.251878
43, 1925, 0.238376
42, 1925, 0.238376
41, 1925, 0.238376
40, 1925, 0.238376
29, 1925, 0.250405
28, 1925, 0.250405
36, 1925, 0.238376
39, 1925, 0.238376
38, 1925, 0.238376
37, 1925, 0.238376
35, 1925, 0.238376
34, 1925, 0.238376
33, 1925, 0.238376
32, 1925, 0.238376
27, 1925, 0.250405
26, 1925, 0.250405
25, 1925, 0.250405
23, 1910, 0.251633
22, 1910, 0.251633
21, 1910, 0.251633
20, 1910, 0.251633
19, 1910, 0.251633
18, 1910, 0.251878
43, 1905, 0.238376
42, 1905, 0.238376
41, 1905, 0.238376
40, 1905, 0.238376
39, 1905, 0.238376
38, 1905, 0.238376
37, 1905, 0.238376
29, 1905, 0.250405
28, 1905, 0.250405
27, 1905, 0.250405
26, 1905, 0.250405
25, 1905, 0.250405
36, 1905, 0.238376
35, 1905, 0.238376
34, 1905, 0.238376
33, 1905, 0.238376
32, 1905, 0.238376
23, 1890, 0.251878
22, 1890, 0.251878
21, 1890, 0.251878
20, 1890, 0.251878
19, 1890, 0.251878
18, 1890, 0.251878
43, 1885, 0.238376
42, 1885, 0.238376
41, 1885, 0.238376
40, 1885, 0.238376
39, 1885, 0.238376
29, 1885, 0.250405
28, 1885, 0.250405
27, 1885, 0.250405
36, 1885, 0.238376
38, 1885, 0.238376
37, 1885, 0.238376
35, 1885, 0.238376
34, 1885, 0.238376
33, 1885, 0.238376
32, 1885, 0.238376
26, 1885, 0.250405
25, 1885, 0.250405
23, 1870, 0.251878
22, 1870, 0.251878
21, 1870, 0.251878
20, 1870, 0.251878
19, 1870, 0.251878
18, 1870, 0.251878
43, 1865, 0.238376
42, 1865, 0.238376
41, 1865, 0.238376
40, 1865, 0.238376
39, 1865, 0.238376
38, 1865, 0.238376
29, 1865, 0.250405
28, 1865, 0.250405
27, 1865, 0.250405
26, 1865, 0.250405
36, 1865, 0.238376
37, 1865, 0.238376
35, 1865, 0.238376
34, 1865, 0.238376
33, 1865, 0.238376
32, 1865, 0.238376
25, 1865, 0.250405
23, 1850, 0.251878
22, 1850, 0.251878
21, 1850, 0.251878
20, 1850, 0.251878
19, 1850, 0.251878
18, 1850, 0.251878
29, 1845, 0.250405
28, 1845, 0.250405
27, 1845, 0.250405
26, 1845, 0.250405
43, 1845, 0.238376
42, 1845, 0.238376
41, 1845, 0.238376
25, 1845, 0.250405
36, 1845, 0.238376
40, 1845, 0.238376
39, 1845, 0.238376
38, 1845, 0.238376
37, 1845, 0.238376
35, 1845, 0.238376
34, 1845, 0.238376
33, 1845, 0.238376
32, 1845, 0.238376
23, 1830, 0.251878
22, 1830, 0.251878
21, 1830, 0.251878
20, 1830, 0.251878
19, 1830, 0.251878
18, 1830, 0.251878
43, 1825, 0.238376
42, 1825, 0.238376
41, 1825, 0.238376
40, 1825, 0.238376
39, 1825, 0.238376
38, 1825, 0.238376
29, 1825, 0.250405
28, 1825, 0.250405
27, 1825, 0.250405
26, 1825, 0.250405
36, 1825, 0.238376
37, 1825, 0.238376
35, 1825, 0.238376
34, 1825, 0.238376
33, 1825, 0.238376
32, 1825, 0.238376
25, 1825, 0.250405
23, 1810, 0.251878
22, 1810, 0.251878
21, 1810, 0.251878
20, 1810, 0.251878
19, 1810, 0.251878
18, 1810, 0.251878
43, 1805, 0.238376
42, 1805, 0.238376
41, 1805, 0.238376
